"April 5, 2016",12:48 PM,75.9 F,40.5 F,28 %,East,6.9 mph,6.9 mph,30.31 in,0.00 in,0.00 in,10,460 w/m\xc2\xb2 
"April 5, 2016",12:54 PM,75.9 F,40.5 F,28 %,NE,2.2 mph,9.8 mph,30.31 in,0.00 in,0.00 in,10,456 w/m\xc2\xb2 
"April 5, 2016",1:00 PM,75.4 F,41.0 F,29 %,North,2.2 mph,9.8 mph,30.30 in,0.00 in,0.00 in,10,456 w/m\xc2\xb2 
"April 5, 2016",1:06 PM,77.5 F,41.0 F,27 %,NE,2.2 mph,3.1 mph,30.30 in,0.00 in,0.00 in,9,454 w/m\xc2\xb2 
"April 5, 2016",1:12 PM,76.8 F,39.4 F,26 %,North,6.9 mph,9.2 mph,30.30 in,0.00 in,0.00 in,9,452 w/m\xc2\xb2 
"April 5, 2016",1:17 PM,75.6 F,38.3 F,26 %,South,5.4 mph,6.0 mph,30.30 in,0.00 in,0.00 in,9,445 w/m\xc2\xb2 
"April 5, 2016",1:29 PM,76.3 F,39.9 F,27 %,South,3.1 mph,6.0 mph,30.29 in,0.00 in,0.00 in,9,436 w/m\xc2\xb2 
"April 5, 2016",1:35 PM,77.4 F,38.8 F,25 %,East,6.0 mph,8.3 mph,30.29 in,0.00 in,0.00 in,9,432 w/m\xc2\xb2 
"April 5, 2016",1:41 PM,77.2 F,38.7 F,25 %,East,6.0 mph,6.0 mph,30.29 in,0.00 in,0.00 in,8,429 w/m\xc2\xb2 
"April 5, 2016",1:47 PM,77.4 F,38.8 F,25 %,West,5.4 mph,7.6 mph,30.29 in,0.00 in,0.00 in,8,423 w/m\xc2\xb2 
"April 5, 2016",2:04 PM,76.8 F,38.3 F,25 %,NE,8.3 mph,12.1 mph,30.29 in,0.00 in,0.00 in,8,401 w/m\xc2\xb2 
"April 5, 2016",2:10 PM,76.8 F,39.4 F,26 %,NW,5.4 mph,8.3 mph,30.29 in,0.00 in,0.00 in,7,392 w/m\xc2\xb2 
"April 5, 2016",2:16 PM,77.5 F,39.0 F,25 %,East,3.1 mph,3.8 mph,30.29 in,0.00 in,0.00 in,7,386 w/m\xc2\xb2 
"April 5, 2016",2:22 PM,77.5 F,36.9 F,23 %,NE,6.0 mph,6.0 mph,30.29 in,0.00 in,0.00 in,7,379 w/m\xc2\xb2 
"April 5, 2016",2:28 PM,76.8 F,36.1 F,23 %,NE,5.4 mph,12.1 mph,30.29 in,0.00 in,0.00 in,6,369 w/m\xc2\xb2 
"April 5, 2016",2:34 PM,76.6 F,38.1 F,25 %,East,4.5 mph,8.3 mph,30.28 in,0.00 in,0.00 in,6,359 w/m\xc2\xb2 
"April 5, 2016",2:40 PM,77.0 F,36.3 F,23 %,North,9.2 mph,9.2 mph,30.29 in,0.00 in,0.00 in,6,349 w/m\xc2\xb2 
"April 5, 2016",2:46 PM,77.0 F,38.5 F,25 %,East,4.5 mph,4.5 mph,30.28 in,0.00 in,0.00 in,6,342 w/m\xc2\xb2 
"April 5, 2016",2:51 PM,78.3 F,37.4 F,23 %,SW,4.5 mph,6.0 mph,30.28 in,0.00 in,0.00 in,5,336 w/m\xc2\xb2 
"April 5, 2016",2:57 PM,79.5 F,37.4 F,22 %,East,4.5 mph,5.4 mph,30.28 in,0.00 in,0.00 in,5,325 w/m\xc2\xb2 
